,product_name,year,varietal,origin,price,rating,rating_count
778,Devil's Corner Chardonnay,2021,Chardonnay,Australia,19,4.0,8
779,Lini 910 Labrusca Lambrusco,Rosso,Red Sparkling Wine,Italy,17,3.9,225
780,Penfolds Bin 149 Cabernet Sauvignon,2018,Cabernet Sauvignon,Other,149,4.3,5
781,Chateau de Monbadon,2015,Bordeaux Red Blends,France,20,3.8,85
782,Garmon Continental,2018,Tempranillo,Spain,80,0.0,0
783,La Crema Sealift Vineyard Pinot Noir,2017,Pinot Noir,California,60,4.1,24
784,Chateau Fuisse Pouilly-Fuisse Tete de Cuvee,2019,Chardonnay,France,51,0.0,0
785,Fontanafredda Silver Label Barolo,2016,Nebbiolo,Italy,44,0.0,0
786,Laurent-Perrier Brut Millesime (1.5 Liter Magnum),2012,Vintage Sparkling Wine,France,179,0.0,0
787,Louis Roederer Brut Rose,2015,Sparkling Rosé,France,85,0.0,0
788,Collet Blanc de Blancs Premier,Cru,Non-Vintage Sparkling Wine,France,58,3.7,9
789,Chateau Dalem,2019,Bordeaux Red Blends,France,26,3.6,13
790,Melville Estate Sta. Rita Hills Syrah,2019,Syrah/Shiraz,California,39,0.0,0
791,Ridge Lytton Estate Petite Sirah,2019,Petite Sirah,California,41,0.0,0
792,Vietti Barbera d'Asti Tre Vigne,2020,Barbera,Italy,17,4.1,33
793,Chateau Leoville Las Cases,2016,Bordeaux Red Blends,France,418,4.3,22
794,Domaine Ponsot Clos de la Roche Vieilles Vignes (1.5 Liter Magnum),2011,Pinot Noir,France,939,0.0,0
795,Bodegas Fillaboa Albarino Rias Baixas,2021,Albarino,Spain,15,4.5,35
796,Chateau Lilian Ladouys,2016,Bordeaux Red Blends,France,27,4.2,48
797,RAEN Royal St. Robert Cuvee Pinot Noir,2020,Pinot Noir,California,66,0.0,0
798,Gustave Lorentz Cremant D'Alsace,Rose,Sparkling Rosé,France,30,3.9,17
799,Copain Les Voisins Pinot Noir,2018,Pinot Noir,California,42,0.0,0
800,Bellavista Franciacorta Alma Cuvee,Brut,Non-Vintage Sparkling Wine,Italy,34,4.3,73
801,Deutz Brut,Classic,Non-Vintage Sparkling Wine,France,60,4.3,53
802,Veuve Clicquot Yellow Label Brut with Functional Ice,Box,Non-Vintage Sparkling Wine,France,79,0.0,0
803,Pasqua Amarone della Valpolicella,2017,Other Red Blends,Italy,52,0.0,0
804,Renato Ratti Barbera d'Asti,2020,Barbera,Italy,23,4.3,6
805,Troublemaker Red,Blend,Other Red Blends,California,18,3.9,578
806,Ancient Peaks Paso Robles Renegade,2019,Other Red Blends,California,26,3.8,66
807,Murrieta's Well The Spur,2019,Bordeaux Red Blends,California,35,3.9,43
808,Chateau Francs Magnus Bordeaux Superieur,2018,Bordeaux Red Blends,France,12,3.6,36
809,Clos Du Val Napa Valley Cabernet Sauvignon,2019,Cabernet Sauvignon,California,55,4.3,13
810,Duckhorn Napa Valley Merlot (3 Liter Bottle),2019,Merlot,California,219,0.0,0
811,Clos du Caillou Chateauneuf-du-Pape Reserve,2018,Rhone Red Blends,France,210,0.0,0
812,Prunotto Barbaresco,2018,Nebbiolo,Italy,45,4.0,14
813,Ladeiras do Xil Gaba do Xil Mencia,2019,Mencia,Spain,24,0.0,0
814,Au Contraire Sonoma Coast Pinot Noir,2017,Pinot Noir,California,30,4.0,48
815,Etude Carneros Estate Pinot Noir,2018,Pinot Noir,California,48,4.1,33
816,Duckhorn Napa Valley Cabernet Sauvignon (375ML half-bottle),2019,Cabernet Sauvignon,California,38,4.7,8
817,Piper-Heidsieck Rare Rose with Gift Box,2008,Sparkling Rosé,France,469,0.0,0
818,Louis Latour Corton-Charlemagne Grand Cru,2018,Chardonnay,France,250,4.9,43
819,Brancaia Ilatraia,2019,Bordeaux Red Blends,Italy,66,0.0,0
820,Chateau German,2018,Bordeaux Red Blends,France,12,3.7,126
821,Chateau Fombrauge,2018,Bordeaux Red Blends,France,34,4.5,25
822,Buena Vista La Victoire Brut,Champagne,Non-Vintage Sparkling Wine,France,75,3.9,74
823,Davis Bynum River West Vineyard Chardonnay,2018,Chardonnay,California,24,4.0,21
824,Domaine Dujac Morey-St-Denis Monts Luisants Premier Cru Blanc,2020,Chardonnay,France,199,0.0,0
825,Tolaini Legit Cabernet Sauvignon,2016,Cabernet Sauvignon,Italy,44,3.9,64
826,Laurent-Perrier Grand Siecle No. 25 Sun King Jacket Bottle in Gift,Box,Non-Vintage Sparkling Wine,France,250,0.0,0
827,Chateau Latour,2005,Bordeaux Red Blends,France,"1,179",4.4,38
828,Castello di Bossi Chianti Classico,2019,Sangiovese,Italy,25,3.6,10
829,Chateau La Conseillante,2016,Bordeaux Red Blends,France,294,4.6,6
830,Pierre Paillard Blanc de Noirs Les Maillerettes Grand Cru,2016,Vintage Sparkling Wine,France,109,4.5,5
831,Paul Hobbs Beckstoffer Dr. Crane Vineyard Cabernet Sauvignon,2018,Cabernet Sauvignon,California,299,0.0,0
832,Goldschmidt Vineyard Game Ranch Cabernet Sauvignon,2017,Cabernet Sauvignon,California,89,4.5,18
833,Brocard Chablis Vaulorent Premier Cru,2020,Chardonnay,France,54,0.0,0
834,St. Innocent Temperance Hill Vineyard Pinot Noir,2017,Pinot Noir,Oregon,44,4.5,6
835,Grgich Hills Estate Cabernet Sauvignon (375ML half-bottle),2018,Cabernet Sauvignon,California,39,0.0,0
836,Nicolas Feuillatte Palmes d'Or Grand Cuvee with Gift Box,2008,Vintage Sparkling Wine,France,179,3.7,6
837,Tenute Neirano Barbera D'Asti Superiore Tirteo,2019,Barbera,Italy,15,4.6,42
838,Grgich Hills Estate Chardonnay (375ML half-bottle),2018,Chardonnay,California,24,3.8,16
839,Taylor Fladgate 40 Year Old,Tawny,Port,Portugal,229,4.8,96
840,Avaline,Rose,Rosé,France,24,4.0,635
841,Kendall-Jackson Vintner's Reserve Cabernet Sauvignon,2019,Cabernet Sauvignon,California,20,4.1,23
842,Massolino Langhe Nebbiolo,2020,Nebbiolo,Italy,33,0.0,0
843,Bodegas Raul Perez Ultreia Saint Jacques,2020,Mencia,Spain,30,0.0,0
844,Casteller Cava,Brut,Non-Vintage Sparkling Wine,Spain,15,3.9,40
845,Chateau Carbonnieux,2018,Bordeaux Red Blends,France,42,4.3,18
846,Moet & Chandon Rose,Imperial,Sparkling Rosé,France,69,4.5,252
847,Chateau Fombrauge,2016,Bordeaux Red Blends,France,34,4.1,212
848,Louis Latour Corton-Charlemagne Grand Cru,2017,Chardonnay,France,249,4.9,41
849,Martin Ray Stags Leap Cabernet Sauvignon,2020,Cabernet Sauvignon,California,80,0.0,0
850,Mollydooker Blue Eyed Boy Shiraz,2020,Syrah/Shiraz,Australia,59,4.2,6
851,La Lecciaia Brunello di Montalcino,2016,Sangiovese,Italy,41,4.9,26
852,Chateau Lynch-Bages,2016,Bordeaux Red Blends,France,185,4.5,45
853,Antinori Villa Antinori Chianti Classico Riserva,2018,Sangiovese,Italy,35,4.1,42
854,Diora La Petite Grace Pinot Noir,2019,Pinot Noir,California,26,4.1,22
855,Matthews Winery Cabernet Sauvignon,2020,Cabernet Sauvignon,Washington,31,0.0,0
856,Castello di Neive Barbaresco Santo Stefano,2019,Nebbiolo,Italy,63,0.0,0
857,Chateau Siran,2019,Bordeaux Red Blends,France,34,4.3,5
858,Caparzo Sangiovese,2019,Sangiovese,Italy,11,3.8,159
859,M. Chapoutier Cotes du Rhone Belleruche Rouge,2020,Rhone Red Blends,France,17,4.4,54
860,Avignonesi Vino Nobile di Montepulciano,2017,Sangiovese,Italy,24,3.9,33
861,Chateau Montrose,2009,Bordeaux Red Blends,France,369,4.6,11
862,Domaine Casenobe Rivesaltes,1972,Other Fortified,France,125,0.0,0
863,Patrick Bottex Bugey Cerdon Rose La,Cueille,Sparkling Rosé,France,22,4.4,111
864,EnRoute Winery Brumaire Chardonnay,2020,Chardonnay,California,50,4.8,8
865,Luca Pinot Noir,2019,Pinot Noir,Argentina,36,0.0,0
866,Mer Soleil Santa Lucia Highlands Reserve Chardonnay,2020,Chardonnay,California,24,4.1,56
867,Chappellet Signature Cabernet Sauvignon (1.5 Liter Magnum),2018,Cabernet Sauvignon,California,179,0.0,0
868,Schug Carneros Pinot Noir,2019,Pinot Noir,California,38,4.3,12
869,Chateau Cos d'Estournel Pagodes de Cos,2019,Bordeaux Red Blends,France,49,0.0,0
870,Graham's 10 Year Old Tawny,Port,Port,Portugal,34,4.3,294
871,Prats & Symington Chryseia Douro,2018,Other Red Blends,Portugal,95,0.0,0
872,Elena Walch Beyond The Clouds White Blend,2020,Other White Blends,Italy,85,0.0,0
873,Massolino Vigna Parafada Barolo,2017,Nebbiolo,Italy,114,0.0,0
874,Gaia Ritinitis Nobilis,Retsina,Other White Wine,Greece,18,3.1,130
875,Dominio de Eguren Protocolo Tinto,2020,Tempranillo,Spain,10,0.0,0
876,Chateau de Bligny Grande Reserve Brut,Rose,Sparkling Rosé,France,65,4.4,19
877,Tenet The Pundit Syrah,2019,Syrah/Shiraz,Washington,19,4.1,32
878,Zenato Valpolicella Superiore Ripassa,2018,Other Red Blends,Italy,26,4.3,19
879,Firestone Sauvignon Blanc,2020,Sauvignon Blanc,California,12,3.8,17
880,Astrolabe Marlborough Sauvignon Blanc,2021,Sauvignon Blanc,Zealand,19,4.3,11
881,Villa Sparina Gavi di Gavi,2021,Cortese,Italy,18,4.2,9
882,Yamhill Tall Poppy Estate Pinot Noir,2015,Pinot Noir,Oregon,75,0.0,0
883,Inniskillin Vidal Icewine (375ML half-bottle),2019,Other Dessert,Canada,61,4.9,5
884,Aroa Bodegas Le Naturel,2021,Other Red Blends,Spain,16,3.5,6
885,Bodegas Vega Sicilia Valbuena 5,2016,Tempranillo,Spain,220,0.0,0
886,Bodegas Vega Sicilia Valbuena 5,2017,Tempranillo,Spain,209,0.0,0
887,Hall Kathryn Hall Cabernet Sauvignon,2019,Cabernet Sauvignon,California,225,0.0,0
888,Blandy's Vintage Verdelho Madeira,1976,Madeira,Portugal,370,0.0,0
889,Sequitur Ribbon Ridge Pinot Noir,2017,Pinot Noir,Oregon,99,4.4,5
890,Brick House Select Pinot Noir,2021,Pinot Noir,Oregon,44,0.0,0
891,Leviathan,2020,Other Red Blends,California,39,4.3,8
892,Wrath Pommard 4/777 Pinot Noir,2019,Pinot Noir,California,29,3.7,15
893,Chateau Canon,2010,Bordeaux Red Blends,France,154,4.5,11
894,Chateau Fonplegade,2019,Bordeaux Red Blends,France,49,0.0,0
895,Black Stallion Winery Cabernet Sauvignon,2019,Cabernet Sauvignon,California,30,4.1,68
896,Val di Suga Vigna Spuntali Brunello di Montalcino,2016,Sangiovese,Italy,105,0.0,0
897,Antigal Uno Malbec,2018,Malbec,Argentina,17,4.0,30
898,Niner Cabernet Sauvignon,2018,Cabernet Sauvignon,California,51,0.0,0
899,J. de Villebois Sancerre,2021,Sauvignon Blanc,France,30,0.0,0
900,Feudi di San Gregorio Aglianico Rubrato,2017,Aglianico,Italy,27,3.7,300
901,Antinori Villa Toscana,2019,Tuscan Blends,Italy,20,4.1,42
902,Tether Chardonnay,2019,Chardonnay,California,42,0.0,0
903,Cristom Mt. Jefferson Cuvee Pinot Noir,2021,Pinot Noir,Oregon,43,0.0,0
904,J. Lohr Hilltop Cabernet Sauvignon (375ML half-bottle),2019,Cabernet Sauvignon,California,16,4.2,10
905,Piancornello Brunello di Montalcino,2017,Sangiovese,Italy,55,0.0,0
906,Williams Selyem Central Coast Pinot Noir,2020,Pinot Noir,California,64,0.0,0
907,Philip Togni Tanbark Hill Cabernet Sauvignon,2019,Cabernet Sauvignon,California,79,0.0,0
908,Hitching Post Highliner Pinot Noir,2019,Pinot Noir,California,37,4.3,5
909,Cristom Willamette Valley Pinot Noir,2020,Pinot Noir,Oregon,32,3.9,25
910,Boen Chardonnay,2019,Chardonnay,California,24,4.2,16
911,Lewis Cellars Reserve Cabernet Sauvignon (1.5 Liter Magnum),2018,Cabernet Sauvignon,California,349,0.0,0
912,Boekenhoutskloof The Chocolate Block Red Blend,2020,Other Red Blends,Africa,32,3.8,23
913,Ridge Geyserville,2020,Other Red Blends,California,49,4.2,13
914,Mohua Pinot Noir,2018,Pinot Noir,Zealand,24,3.2,12
915,Peyrassol Les Commandeurs Rose,2021,Rosé,France,29,0.0,0
916,Chateau de Beaucastel Coudoulet Rouge,2020,Rhone Red Blends,France,35,0.0,0
917,MAN Family Wines Chenin Blanc,2021,Chenin Blanc,Africa,10,4.0,32
918,Merry Edwards Sauvignon Blanc (375ML half-bottle),2020,Sauvignon Blanc,California,28,0.0,0
919,Mollydooker Velvet Glove Shiraz,2018,Syrah/Shiraz,Australia,199,0.0,0
920,J. de Villebois Sancerre Les Monts Damnes,2020,Sauvignon Blanc,France,54,0.0,0
921,Vieux Chateau Certan,2017,Bordeaux Red Blends,France,259,0.0,0
922,Parducci True Grit Reserve Petite Sirah,2020,Petite Sirah,California,30,4.1,15
923,Giulia Negri Barolo Serradenari,2018,Nebbiolo,Italy,89,0.0,0
924,Zilliken Forstmeister Geltz Saarburg Riesling Kabinett,2020,Riesling,Germany,26,4.4,18
925,Domaine Jean Grivot Vosne-Romanee Les Beaux Monts Premier Cru,2002,Pinot Noir,France,319,0.0,0
926,Ferreira Dona Antonia 20 Year Tawny,Port,Port,Portugal,62,4.3,64
927,Tyrrell's Vat 47 Chardonnay,2018,Chardonnay,Australia,58,0.0,0
928,Domaine de Montille Volnay En Champans Premier Cru,2017,Pinot Noir,France,179,0.0,0
929,Wayfarer Chardonnay,2020,Chardonnay,California,95,0.0,0
930,Chateau Carbonnieux,2019,Bordeaux Red Blends,France,36,0.0,0
931,Chateau Mangot,2019,Bordeaux Red Blends,France,22,4.1,13
932,Morlet Passionnement Cabernet Sauvignon,2014,Cabernet Sauvignon,California,299,0.0,0
933,Casanuova delle Cerbaie Brunello di Montalcino,2012,Sangiovese,Italy,53,4.4,12
934,Chateau Mauvesin Barton,2016,Bordeaux Red Blends,France,21,4.4,33
935,Roco Gravel Road Pinot,Noir,Pinot Noir,Oregon,35,3.6,78
936,Hess Collection Mount Veeder Cabernet Sauvignon,2019,Cabernet Sauvignon,California,71,0.0,0
937,Robert Mondavi To Kalon Vineyard Reserve Cabernet Sauvignon,2018,Cabernet Sauvignon,California,219,0.0,0
938,Saints Hills Dingac,2017,Other Red Wine,Croatia,50,0.0,0
939,Aix Rose,2021,Rosé,France,18,3.9,29
940,Geoffroy Rose de Saignee,Brut,Sparkling Rosé,France,73,3.9,12
941,William Fevre Chablis Montmains Premier Cru,2020,Chardonnay,France,89,0.0,0
942,Graham's 30 Year Old Tawny,Port,Port,Portugal,129,4.6,69
943,Alain Voge Cornas Les Chailles,2019,Syrah/Shiraz,France,65,0.0,0
944,Santadi Cannonau di Sardegna Noras,2019,Grenache,Italy,23,4.0,8
945,Vinos de Arganza Palacio de Arganza Cabernet Sauvignon,2020,Cabernet Sauvignon,Spain,15,4.3,58
946,Alpha Estate Hedgehog Vineyard Xinomavro,2019,Xinomavro,Greece,24,4.0,27
947,Yealands Estate Single Vineyard Sauvignon Blanc,2021,Sauvignon Blanc,Zealand,24,3.9,41
948,The Prisoner Wine Company Unshackled Red,2019,Other Red Blends,California,28,4.2,114
949,Meteor Vineyard Perseid Cabernet Sauvignon,2015,Cabernet Sauvignon,California,149,0.0,0
950,Taittinger Brut Prestige,Rose,Sparkling Rosé,France,85,4.7,143
951,Bruno Giacosa Barbaresco Rabaja,2017,Nebbiolo,Italy,269,5.0,23
952,Sans Liege The Offering,2019,Rhone Red Blends,California,28,4.7,6
953,Ca' del Bosco Franciacorta Cuvee Prestige Edizione,44,Non-Vintage Sparkling Wine,Italy,39,0.0,0
954,Laurent-Perrier Cuvee Rose (1.5 Liter,Magnum),Sparkling Rosé,France,199,4.4,20
955,Azelia Barolo,2017,Nebbiolo,Italy,54,4.1,23
956,Chappellet Grower Collection Calesa Vineyard Chardonnay,2020,Chardonnay,California,52,0.0,0
957,The Pinot Project Pinot Noir,2020,Pinot Noir,California,15,3.7,48
958,Avaline White,Blend,Other White Blends,Spain,24,3.9,610
959,Clos Henri Petit Clos Pinot Noir,2020,Pinot Noir,Zealand,19,4.2,61
960,Segura Viudas Reserva Heredad Cava,Brut,Non-Vintage Sparkling Wine,Spain,30,4.1,266
961,Rapaura Springs Reserve Sauvignon Blanc,2021,Sauvignon Blanc,Zealand,22,4.6,10
962,Paul Pernot Puligny-Montrachet Champ Canet Premier Cru,2020,Chardonnay,France,129,0.0,0
963,Louis Jadot Bonnes-Mares Grand Cru,2008,Pinot Noir,France,379,0.0,0
964,Paitin Barbaresco Sori Paitin Serraboella,2018,Nebbiolo,Italy,66,0.0,0
965,Heitz Cellar Napa Valley Cabernet Sauvignon,2017,Cabernet Sauvignon,California,69,4.1,13
966,Paul Hobbs Russian River Chardonnay,2020,Chardonnay,California,61,0.0,0
967,Invivo X by Sarah Jessica Parker Sauvignon Blanc,2021,Sauvignon Blanc,Zealand,19,4.2,18
968,Gregory Graham Crimson Hill Vineyard Syrah,2015,Syrah/Shiraz,California,24,0.0,0
969,Ramey Fort Ross-Seaview Chardonnay,2019,Chardonnay,California,45,0.0,0
970,Clos Henri Petit Clos Sauvignon Blanc,2020,Sauvignon Blanc,Zealand,18,4.1,124
971,Gaja Sori San Lorenzo (1.5 Liter Magnum),2009,Nebbiolo,Italy,789,0.0,0
972,Titus Cabernet Sauvignon,2019,Cabernet Sauvignon,California,64,0.0,0
973,Contadi Castaldi Franciacorta,Rose,Sparkling Rosé,Italy,24,4.5,67
974,Le Vieux Donjon Chateauneuf-du-Pape,2020,Rhone Red Blends,France,75,0.0,0
975,Chateau St. Jean Cinq Cepages,2017,Bordeaux Red Blends,California,90,0.0,0
976,Paul Hobbs Coombsville Cabernet Sauvignon,2018,Cabernet Sauvignon,California,119,4.6,7
977,Domaine Perrot-Minot Chapelle-Chambertin Grand Cru,2012,Pinot Noir,France,449,0.0,0
978,Domaine d'Eugenie Clos-Vougeot Grand Cru,2013,Pinot Noir,France,299,0.0,0
979,Nino Franco Primo Franco Prosecco,2020,Vintage Sparkling Wine,Italy,39,0.0,0
980,Vincent Girardin Pouilly Fuisse Les Vieilles Vignes,2017,Chardonnay,France,38,4.6,6
981,Cadre Sea Queen Albarino,2021,Albarino,California,28,0.0,0
982,Torrebruna Sangiovese,2019,Sangiovese,Italy,11,4.4,63
983,Acrobat Pinot Gris,2021,Pinot Gris/Grigio,Oregon,16,4.0,33
984,Beringer Q Red Blend,2018,Other Red Blends,California,60,4.4,15
985,Chateau Haut-Brisson,2019,Bordeaux Red Blends,France,29,4.0,23
986,Ravines Argetsinger Vineyard Dry Riesling,2019,Riesling,U.S.,38,0.0,0
987,Penfolds Grange,2017,Syrah/Shiraz,Australia,850,0.0,0
988,ZD Wines Reserve Cabernet Sauvignon,2018,Cabernet Sauvignon,California,219,0.0,0
989,Frederic Esmonin Les Montvrieres Pinot Noir,2021,Pinot Noir,France,20,4.7,6
990,Zuccardi Q Cabernet Sauvignon,2019,Cabernet Sauvignon,Argentina,19,4.2,13
991,Domaine de la Janasse Cotes du Rhone Villages Terre d'Argile,2020,Rhone Red Blends,France,29,0.0,0
992,Arnaldo Caprai Montefalco Rosso,2019,Other Red Blends,Italy,21,0.0,0
993,Bodegas Muriel Reserva,2016,Tempranillo,Spain,22,3.7,27
994,Domaine Dujac Puligny-Montrachet Les Combettes Premier Cru,2020,Chardonnay,France,299,0.0,0
995,Spottswoode Cabernet Sauvignon (1.5 Liter Magnum),2013,Cabernet Sauvignon,California,549,0.0,0
996,Allan Scott Marlborough Sauvignon Blanc,2022,Sauvignon Blanc,Zealand,17,4.3,9
997,Vina Tarapaca Gran Reserva Carmenere,2019,Carmenere,Chile,20,3.9,63
998,Gloria Ferrer Blanc de,Blancs,Non-Vintage Sparkling Wine,California,21,3.9,46
999,Verite La Muse,2017,Bordeaux Red Blends,California,409,0.0,0
1000,Larkmead Solari Cabernet Sauvignon,2017,Cabernet Sauvignon,California,240,0.0,0
1001,Faust Cabernet Sauvignon (1.5 Liter Magnum),2019,Cabernet Sauvignon,California,125,0.0,0
1002,Frescobaldi Castelgiocondo Brunello di Montalcino Ripe di Convento Riserva,2013,Sangiovese,Italy,149,4.9,6
1003,Mas de Boislauzon Chateauneuf-du-Pape Cuvee Tintot,2019,Rhone Red Blends,France,135,0.0,0
1004,Gaja Conteisa,2017,Nebbiolo,Italy,269,0.0,0
1005,Spottswoode Lyndenhurst Cabernet Sauvignon,2019,Cabernet Sauvignon,California,89,0.0,0
1006,Rippon Vineyard Mature Vine Pinot Noir,2019,Pinot Noir,Zealand,63,0.0,0
1007,Chateau Lassegue,2018,Bordeaux Red Blends,France,60,4.2,5
1008,Martin Ray Synthesis Cabernet Sauvignon,2020,Cabernet Sauvignon,California,50,0.0,0
1009,San Simeon Estate Reserve Cabernet Sauvignon,2019,Cabernet Sauvignon,California,24,4.3,22
1010,Susana Balbo Signature Cabernet Sauvignon,2019,Cabernet Sauvignon,Argentina,25,4.0,22
1011,Buehler Cabernet Sauvignon,2019,Cabernet Sauvignon,California,38,4.2,5
1012,Domaine Louis Michel et Fils Chablis Vaillons Premier Cru,2020,Chardonnay,France,44,0.0,0
1013,Round Pond Kith and Kin Cabernet Sauvignon,2019,Cabernet Sauvignon,California,45,4.2,18
1014,Bodegas Raul Perez Ultreia Godello,2020,Godello,Spain,36,0.0,0
1015,Silverado Cabernet Sauvignon (375ML half-bottle),2017,Cabernet Sauvignon,California,27,4.0,16
1016,Chateau Montrose,2010,Bordeaux Red Blends,France,309,4.4,24
1017,Chateau Coutet (375ML half-bottle),2011,Other Dessert,France,24,4.1,18
1018,Pellet Estate Henry's Reserve,2017,Bordeaux Red Blends,California,169,5.0,20
1019,Canard-Duchene,Brut,Non-Vintage Sparkling Wine,France,50,4.1,134
1020,Marciano Estate M Proprietary Red,2018,Bordeaux Red Blends,California,139,0.0,0
1021,Duboeuf Julienas Chateau des Capitans,2020,Gamay,France,32,0.0,0
1022,Duboeuf Moulin-a-Vent Domaine des Rosiers,2020,Gamay,France,35,0.0,0
1023,Mount Peak Sentinel Cabernet Sauvignon,2016,Cabernet Sauvignon,California,62,4.8,5
1024,Sterling Napa Merlot,2016,Merlot,California,30,4.0,56
1025,Alphonse Mellot La Moussiere Sancerre Blanc (375ML half-bottle),2020,Sauvignon Blanc,France,22,0.0,0
1026,Bodegas Valderiz Ribera del Duero,2019,Tempranillo,Spain,31,4.2,16
1027,Figgins Estate Red Wine,2017,Bordeaux Red Blends,Washington,99,4.5,9
1028,Domaine Lafage Narassa Cotes Catalanes Rouge,2019,Rhone Red Blends,France,25,4.3,10
1029,Amici Napa Valley Reserve Cabernet Sauvignon,2019,Cabernet Sauvignon,California,99,4.3,7
1030,Domaine des Lambrays Clos Des Lambrays Grand Cru,2019,Pinot Noir,France,599,0.0,0
1031,Juve & Camps Pinot Noir Brut,Rose,Sparkling Rosé,Spain,17,4.0,172
1032,Flowers Sonoma Coast Pinot Noir (1.5 Liter Magnum),2018,Pinot Noir,California,109,0.0,0
1033,Kendall-Jackson Vintner's Reserve Sauvignon Blanc,2021,Sauvignon Blanc,California,15,0.0,0
1034,Sandeman 10 Year Old,Tawny,Port,Portugal,36,4.4,64
1035,Gaja Costa Russi (1.5 Liter Magnum),2008,Nebbiolo,Italy,739,0.0,0
1036,Clos Lunelles,2019,Bordeaux Red Blends,France,27,3.8,9
1037,Cloudy Bay Pinot Noir,2020,Pinot Noir,Zealand,45,0.0,0
1038,Decoy Red,2019,Bordeaux Red Blends,California,25,4.0,68
1039,Duckhorn Sauvignon Blanc (375ML half-bottle),2021,Sauvignon Blanc,California,16,0.0,0
1040,Chateau Bel-Air Jean & Gabriel Lussac St.-Emilion,2018,Bordeaux Red Blends,France,29,3.9,16
1041,Jean-Marc Burgaud Morgon Les Charmes,2020,Gamay,France,25,4.0,10
1042,San Filippo Brunello di Montalcino Le Lucere Riserva,2016,Sangiovese,Italy,249,0.0,0
1043,Chateau Canon,2018,Bordeaux Red Blends,France,179,4.4,7
1044,Groth Reserve Cabernet Sauvignon,2017,Cabernet Sauvignon,California,152,4.6,13
1045,Marques de Caceres Rioja Reserva,2016,Tempranillo,Spain,25,3.8,46
1046,Vasse Felix Filius Cabernet Sauvignon,2020,Cabernet Sauvignon,Australia,28,0.0,0
1047,Simonnet-Febvre Cremant de Bourgogne,Brut,Non-Vintage Sparkling Wine,France,25,4.2,113
1048,Henry Fessy Vire-Clesse Maitre Bonhome,2019,Chardonnay,France,24,3.2,6
1049,L'Ecole 41 Seven Hills Vineyard Estate Syrah,2019,Syrah/Shiraz,Washington,39,0.0,0
1050,Sine Qua Non Rattrapante Grenache,2012,Grenache,California,599,0.0,0
1051,Dana Estates Onda Cabernet Sauvignon,2017,Cabernet Sauvignon,California,201,0.0,0
1052,Domaine Huet Le Mont Sec,2021,Chenin Blanc,France,45,0.0,0
1053,Chateau Montelena Estate Cabernet Sauvignon (375ML half-bottle),2017,Cabernet Sauvignon,California,119,0.0,0
1054,Blandy's 15 Year Old Malmsey Madeira,(500ML),Madeira,Portugal,42,4.2,18
1055,Chandon,Brut,Non-Vintage Sparkling Wine,California,20,4.1,354
1056,J Vineyards California Pinot Gris,2021,Pinot Gris/Grigio,California,17,4.4,18
1057,Chateau La Mission Haut-Brion,2015,Bordeaux Red Blends,France,459,3.6,8
1058,Remoissenet Gevrey-Chambertin Les Cazetiers Premier Cru,2019,Pinot Noir,France,199,0.0,0
1059,Krug Grande Cuvee Brut (375ML,half-bottle),Non-Vintage Sparkling Wine,France,139,4.6,48
1060,Laurent-Perrier Alexandra Rose with Wooden Gift Box,2004,Sparkling Rosé,France,349,4.3,16
1061,Chateau Lynch-Bages (1.5 Liter Magnum),2019,Bordeaux Red Blends,France,349,0.0,0
1062,Domaine Dujac Puligny-Montrachet Les Folatieres Premier Cru,2020,Chardonnay,France,249,0.0,0
1063,Patrick Piuze Chablis Les Preuses Grand Cru,2020,Chardonnay,France,159,0.0,0
1064,Tenuta Guado al Tasso (1.5 Liter Magnum),2014,Bordeaux Red Blends,Italy,299,0.0,0
1065,Nickel & Nickel DeCarle Cabernet Sauvignon,2018,Cabernet Sauvignon,California,125,0.0,0
1066,J Wilkes Cabernet Sauvignon,2019,Cabernet Sauvignon,California,30,3.9,29
1067,Finca Decero The Owl and The Dust Devil,2018,Bordeaux Red Blends,Argentina,29,0.0,0
1068,La Spinetta Barbera d'Asti Ca Di Pian,2019,Barbera,Italy,28,3.8,10
1069,Parducci True Grit Reserve Cabernet Sauvignon,2019,Cabernet Sauvignon,California,30,3.6,26
1070,Raventos i Blanc Blanc de Blancs,2020,Vintage Sparkling Wine,Spain,23,4.7,5
1071,Tornatore Etna Rosso,2019,Nerello Mascalese,Italy,19,3.9,41
1072,Lagar da Condesa O Fillo da Condesa,2021,Albarino,Spain,12,2.9,6
1073,Monte Antico Rosso,2018,Tuscan Blends,Italy,11,3.7,21
1074,Castello del Poggio Moscato Provincia di,Pavia,Muscat,Italy,13,4.6,658
1075,Graham's Six Grapes Reserve Ruby,Port,Port,Portugal,25,4.1,603
1076,Clos Apalta,2012,Bordeaux Red Blends,Chile,135,4.3,16
1077,Alma de Cattleya Pinot Noir,2021,Pinot Noir,California,34,0.0,0
1078,Chalk Hill Estate Red,2018,Bordeaux Red Blends,California,70,0.0,0
1079,Shannon Ridge Buck Shack Red,2019,Bordeaux Red Blends,California,35,4.2,11
1080,Catena Zapata Nicolas,2018,Bordeaux Red Blends,Argentina,99,0.0,0
1081,J Wilkes Pinot Blanc,2020,Pinot Blanc,California,25,0.0,0
1082,Jean Vesselle Oeil de Perdrix,Brut,Non-Vintage Sparkling Wine,France,65,0.0,0
